id|name|faction_id|description
6372|Early warning override|TAU|each time the bearer fires overwatch, it scores hits on unmodified hit rolls of 5+, instead of 6.each time you use the fire overwatch stratagem, if the bearer is on the battlefield and its unit is selected to fire overwatch, reduce the cp cost of that stratagem by 1cp (to a minimum of 0cp). note that the cp cost is only reduced by 1cp for that use of the stratagem; any future usages of it cost the normal amount of cps.
6373|Iridium battlesuit|TAU|the bearer has a save characteristic of 2+.
6374|Master of War (Aura)|TAU|"while a -fu- -key-sept-key- -cu- is within 6"" of -ua-’s crisis battlesuit commander model, each time a core model in that unit makes an attack, re-roll a hit roll of 1."
6375|Tactical Acumen|TAU|irrelevant
6376|Positional relay|TAU|irrelevant
6377|Master of War (Aura)|TAU|"while a -fu- -key-sept-key- -cu- is within 6"" of -ua-’s enforcer battlesuit commander model, each time a core model in that unit makes an attack, re-roll a hit roll of 1."
6378|Resolute Firebase|TAU|irrelevant
6379|Hardened Armour|TAU|each time an attack is allocated to -ua-’s enforcer battlesuit commander model, subtract 1 from the damage characteristic of that attack (to a minimum of 1).
6380|High-altitude Manoeuvres|TAU|irrelevant
6381|Master of War (Aura)|TAU|"while a -fu- -key-sept-key- -cu- is within 6"" of -ua-’s coldstar battlesuit commander model, each time a core model in that unit makes an attack, re-roll a hit roll of 1."
6382|Aggressive Tactics|TAU|irrelevant
6383|Target Sighted|TAU|"in your command phase, select one -fu- -key-sept-key- fire warrior team unit within 9"" of -ua-’s cadre fireblade model; until the start of your next command phase, each time a core model in that unit makes a ranged attack, re-roll a hit roll of 1."
6384|Stealthy Hunter|TAU|each time a ranged attack is allocated to -ma- while it is receiving the benefits of cover, add an additional 1 to any armour saving throw made against that attack.
6385|Hover drone|TAU|irrelevant
6386|Embodiments of the Empire|TAU|-ma- cannot be drawn from the farsight enclaves sept.
6388|Leadership Caste|TAU|-ua- can be included in any t’au empire detachment (excluding farsight enclaves detachments) without preventing that detachment from being a sept detachment and without preventing other units in your army from benefiting from a sept tenet, but -ua- can only benefit from a sept tenet if every -key-sept-key- unit (excluding supreme commander units) in your army is from t’au sept.
6390|Leadership Caste|TAU|-ma- can be included in any t’au empire detachment (excluding farsight enclaves detachments) without preventing that detachment from being a sept detachment and without preventing other units in your army from benefiting from a sept tenet, but -ma- can only benefit from a sept tenet if every -key-sept-key- unit (excluding supreme commander units) in your army is from vior’la.
6391|Failure Is Not An Option (Aura)|TAU|irrelevant
6392|Inspirational Defiance (Aura)|TAU|"while a -fu- vior’la -cu- is within 6"" of -ma-, each time an -eu- unit declares a charge against that -fu- unit, if that -fu- unit is not within engagement range of any -eu- units, it can hold steady or set to defend."
6400|Tormentors|DRU|irrelevant
6400|Tormentors|AE|irrelevant
6401|Target Uploaded|TAU|-ua- can start the fire markerlights action at the end of your movement phase, instead of at the start.
6402|Drone Familiar Cluster|TAU|each time -ma- is selected to shoot, you can re-roll one hit roll and you can re-roll one wound roll when resolving -ma-’s attacks.
6403|Drone Dock|TAU|if -ua- contains any drone models, those drone models begin the battle docked with -ua-’s hammerhead model.
6404|Gunship Ace|TAU|each time -ua-’s hammerhead model makes a ranged attack against a monster or vehicle unit, add 1 to that attack’s wound roll.
6405|Targeting Array|TAU|each time -ua-’s hammerhead model is selected to shoot, you can re-roll one hit roll when resolving its attacks.
6406|Set Up Turret|TAU|irrelevant
6407|Kroot Pack|TAU|irrelevant
6408|Sworn Protectors|TAU|"while a -fu- -key-sept-key- character model (excluding vehicle and monster models) is within 3"" of any crisis models in -ua-, that character unit can use the look out, sir rule even if -ua- contains fewer than 3 models."
6409|Bodyguard Contingent|TAU|irrelevant
6410|Drone controller|TAU|"in your command phase, you can select one drone unit within 6"" of the bearer. until the start of your next command phase:drone models in that unit have a ballistic skill characteristic of 4+.gun drone models in that unit lose the threat identification protocol ability."
6411|Infiltrator|TAU|irrelevant
6412|Explodes|TAU|irrelevant
6413|Flare launcher|TAU|each time the bearer would lose a wound as the result of a ranged attack with a strength characteristic of 7 or more, roll one d6: on a 5+, that wound is not lost.
6414|Drone Dock|TAU|for each piranha model in -ua-, two of -ua-’s drone models begin the battle docked with that piranha model.
6415|Outflanking Harassers|TAU|irrelevant
6416|Stealthy Hunter|TAU|each time a ranged attack is allocated to -ma- while it is receiving the benefits of cover, add an additional 1 to any armour saving throw made against that attack.
6417|Advanced targeting system|TAU|each time the bearer makes a ranged attack, -uhr- 6 automatically wounds the target.
6418|Stabilised optics|TAU|the bearer does not suffer the penalty to hit rolls incurred for firing heavy weapons in the same turn that their unit has moved, and does not suffer the penalty to hit rolls incurred for firing heavy weapons at a target that is within engagement range of their unit.
6419|Explodes|TAU|irrelevant
6420|Explodes|TAU|irrelevant
6421|Aerial Scanners|TAU|each time -ua-’s sky ray gunship model makes a ranged attack against an aircraft unit:add 2 to that attack’s hit roll.you can re-roll the damage roll.
6422|Targeting Array|TAU|each time -ua-’s sky ray gunship model is selected to shoot, you can re-roll one hit roll when resolving its attacks.
6423|Drone Dock|TAU|if -ua- contains any drone models, those drone models begin the battle docked with -ua-’s sky ray gunship model.
6425|Drone Dock|TAU|if -ua- contains any drone models, those drone models begin the battle docked with -ua-’s devilfish model.
6426|Armoured Aggression|TAU|irrelevant
6427|Hover Tank|TAU|distances are measured to and from the hull or the base of -ua-’s vehicle model; whichever is closest.
6428|Tactical Disengagement|TAU|irrelevant
6429|Airborne|TAU|irrelevant
6430|Hard to Hit|TAU|-era- -ma-, -s1hr-.
6431|Supersonic|TAU|irrelevant
6432|Explodes|TAU|irrelevant
6433|Drone Dock|TAU|-ua-’s interceptor drone models begin the battle docked with -ua-’s sun shark bomber model.
6434|Airborne|TAU|irrelevant
6435|Supersonic|TAU|irrelevant
6436|Hard to Hit|TAU|-era- -ua-’s sun shark bomber model, -s1hr-.
6437|Explodes|TAU|irrelevant
6438|Set-up|TAU|irrelevant
6439|Firing Positions|TAU|irrelevant
6440|Mobile Defences|TAU|irrelevant
6441|Terrain Feature|TAU|irrelevant
6442|Terrain Feature|TAU|irrelevant
6443|Wrecked|TAU|irrelevant
6444|Set-up|TAU|irrelevant
6445|Drone Dock|TAU|if -ua- contains any drone models, those drone models begin the battle docked with -ua-’s tidewall droneport model.
6446|Drone Control Systems|TAU|irrelevant
6447|Terrain Feature|TAU|irrelevant
6448|Automated Weapons|TAU|irrelevant
6449|Explodes|TAU|irrelevant
6450|Stormsurge Shield Generator|TAU|-ma- has a 4-isv-.
6451|Blacklight Markers|TAU|"each time -ma- performs the fire markerlights action, you can select one eligible -eu- unit within 48"" of -ma-, instead of within 36""."
6452|High Intensity Markerlights|TAU|each time a model in -ua- performs the fire markerlights action, roll two additional d6.
6549|Warding Sigils|INQ|-ea- against -ma-, -s1hr-.
6550|The Black Iconoclasts (Aura)|INQ|"while a -fu- ordo malleus acolytes unit is within 6"" of -ma-, each time a model in that unit makes an attack, add 1 to that attack’s hit roll."
6561|Swarming Masses|TYR|"each time -ua- fights, models in -ua- can fight if:they are within engagement range of any -eu- units.they are within 2½"" of any -eu- units.if, in the fight phase, -ua- is subject to any other rules that would reduce the number of models from -ua- that are able to fight, then neither those rules nor the swarming masses rule take effect for that phase."
6562|Death from Below|TYR|irrelevant
6573|Lash whip|TYR|the bearer gains the lash whip keyword. each time the bearer makes a melee attack, re-roll a hit roll of 1.
6574|Prehensile pincer tail|TYR|each time the bearer is selected to fight, when resolving its attacks you can re-roll one hit roll or one wound roll.
6575|Death from Above|TYR|irrelevant
6576|Domination of the Hive Mind|TYR|in your command phase, select one -fu- -key-hive fleet-key- -cu- within synaptic link range of -ma-. until the start of your next command phase, each time a model in that unit makes an attack, you can re-roll the hit roll.
6577|Vanguard Predator|TYR|irrelevant
6578|Vicious Insight|TYR|in your command phase, select one -fu- -key-hive fleet-key- -cu- within synaptic link range of -ma- that has not already been selected for this ability this turn. until the start of your next command phase, each time a model in that unit makes a melee attack, on -uwr- 6, improve the armour penetration characteristic of that attack by 1.
6579|Psychic Node|TYR|irrelevant
6580|Flesh hooks|TYR|irrelevant
6581|Wall of Flesh|TYR|"while a -fu- -key-hive fleet-key- termagants unit is within 1"" of -ma-, if that unit contains 15 or more models and is closer to any -eu- models than -ma-, this character unit can use the look out, sir rule even though it is a character with a wounds characteristic greater than 9."
6582|Death Throes|TYR|"when -ma- is destroyed, roll one d6 before removing it from play. on a 6+, the closest -eu- unit within 6"" suffers d6 mortal wounds."
6583|Serpentine Coils|TYR|-ema- -ua-, -s1hr-.
6584|Bio-impulses|TYR|irrelevant
6585|Biostatic rattle|TYR|irrelevant
6586|Armoured Exoskeleton|TYR|each time an attack is allocated to -ma-, subtract 1 from the damage characteristic of that attack (to a minimum of 1). this is not cumulative with any other abilities that reduce the damage characteristic of an attack.
6587|Chitin thorns|TYR|each time -ma- makes a melee attack, improve the armour penetration characteristic of that attack by 1.
6588|Death Throes|TYR|"when -ma- is destroyed, roll one d6 before removing it from play. on a 6+, the closest -eu- unit within 3"" suffers 1 mortal wound."
6589|Warrior Spawning|TYR|irrelevant
6590|Massive Grasping Tendrils|TYR|once per turn, when an -eu- unit (excluding aircraft units) within engagement range of -ma- is selected to fall back, -ma- can use this ability. if it does so, roll one d6, adding 1 if that unit has the infantry keyword: on a 3+, that unit cannot fall back and must remain stationary instead.
6591|Choking Spores (Aura)|TYR|"while an -eu- unit is within 3"" of -ma-, each time a model in that -eu- unit makes an attack, -s1hr-."
6592|Hypertoxic Miasma|TYR|at the start of the fight phase, for each -eu- unit within engagement range of -ma-, roll one d6: on a 4+, that unit suffers d3 mortal wounds and is not eligible to fight this phase until after all eligible units from your army have done so.
6593|Death Throes|TYR|"when -ma- is destroyed, roll one d6 before removing it from play. on a 6+, the closest -eu- unit within 6"" suffers d3 mortal wounds."
